titleId,title,writers,weekday,age_rating,brief_text,interest_count,total_episodes,status,hashtags
758037,참교육,채용택 (글) 301243 / 한가람 (그림) https://comic.naver.com/community/u/_0borm?lastPage=EpisodeList,월요웹툰,15세 이용가,무너진 교권을 지키기 위해 교권보호국 소속 나화진의 참교육이 시작된다!<부활남> 채용택 작가 X <신석기녀> 한가람 작가의 신작!,"957,697",총 187화,연재 중,#액션 #사이다 #학원액션 #자극적인 #사회고발 #참교육 #블루스트링 #학원물
835531,최애캐의 고민상담소,네이버웹툰 작가 (글/그림) 305532,27화 완결,전체연령가,"올해도 걱정&고민 많은 당신, 당장 '최애캐의 고민상담소'로 오세요! 재치 있거나, 가슴 따듯해지는 해결법을 알려드릴게요. 2025년은 걱정 고민 탈탈 털고 행복만 가득하길 네이버웹툰이 바랍니다. ♥","27,491",총 27화,완결,#일상 #일상개그힐링 #감성적인 #공감 #청춘 #개그 #무해한 #힐링
822657,환생천마,JP (글) https://comic.naver.com/community/u/_21cqqm?lastPage=EpisodeList / 부겸 (그림) https://comic.naver.com/community/u/_sxqt3?lastPage=EpisodeList / 장영훈 (원작) 376586,월요웹툰,15세 이용가,"철혈의 맹주, 강호의 절대자 '천하진'. 가문의 수치라 불리는 망나니 '벽리단'의 몸으로 깨어나다! 취미는 사기도박, 검은 창고에 박아둔지 오래. 하루아침에 천하제일인에서 천하의 쓰레기가 된 그는 다시 검을 잡고, 전생에서 이루지 못한 경지에 오르고자 한다.","169,609",총 60화,연재 중,#무협/사극 #사이다 #동양 #환생 #액션 #고인물 #환골탈태 #동양풍판타지
774866,똑 닮은 딸,이담 (글/그림) https://comic.naver.com/community/u/_dboz2?lastPage=EpisodeList,월요웹툰,15세 이용가,"'우리 엄마가 살인마인 것 같다.' 성적 우수, 품행 단정, 모범적인 자식인 길소명은 엄마가 요구하는 기준에 맞춰 완벽한 딸로 살아왔다.그러나 남동생이 강물에서 시체로 떠오른 그 날, 소명의 머릿속엔 섬뜩한 의혹이 피어오른다.자식의 인생에 방해되는 모든 것을 없애려는 엄마와 그녀에게서 벗어나려는 딸, 두 사람의 잔혹한 모녀 스릴러!2020 지상최대공모전 2기 우수상 수상작.","685,501",총 150화,연재 중,#스릴러 #명작 #고자극드라마 #자극적인 #시리어스 #미스터리 #범죄
796075,절대검감,김두루미 (글) 356299 / 티아이 (그림) 356300 / 한중월야 (원작) 347598,월요웹툰,12세 이용가,"단전이 부숴졌다는 이유로 집에서는 내놓은 자식 취급을 받던 소운휘는 혈교에 납치되어서도 삼류 첩자로 살아왔다.어느 날, 전설로만 알려진 검선비록을 찾는데 이용당하다 죽은 운휘는 10년 전, 혈교에 납치되던 그 날로 돌아가게 되고 검의 목소리를 듣는 신비한 능력을 얻는다.","219,640",총 125화,연재 중,#무협/사극 #동양 #이능력 #모험 #액션 #성장물 #환골탈태 #회귀 #판무
602910,윈드브레이커,조용석 (글/그림) https://comic.naver.com/community/u/_bboq6?lastPage=EpisodeList,월요웹툰,12세 이용가,혼자서 자전거를 즐겨타던 모범생 조자현.원치 않게 자전거 크루의 일에 자꾸 휘말리게 되는데...자유를 꿈꾸는 청춘들의 스트릿라이딩 드라마!,"1,187,591",총 538화,연재 중,#스포츠 #현대 #우정 #라이벌 #청춘 #성장물 #학원물 #성장드라마
830015,어느날 갑자기 가슴이 커짐,물렁이 (글/그림) 382241,29화 완결,전체연령가,"이것은 행운인가 불운인가? 어느날 갑자기 예상치 못하게 가슴 사이즈가 A컵에서 H컵이 된다면?!단순하게만 생각했던 신체의 변화는 점점 걷잡을 수 없이 흘러가고,아무도 이 상황에 대한 진단을 내려주지 못하는 가운데, 정신적으로도 변화가 생기며 인생 최대의 위기를 맞게 되는데... 가슴이 커진다는 판타지 같은 일을 통해 삶과 죽음이라는 정말로 현실적이고 가장 기본적인 인생의 가치와 가족의 의미에 대해 다시 한 번 깨닫게 되는 이야기. 연재직행열차","71,878",총 29화,완결,#일상 #2024 연재직행열차 #감성적인 #공감 #하이퍼리얼리즘 #완결무료 #완결일상
654774,소녀의 세계,모랑지 (글/그림) https://comic.naver.com/community/u/_nboqm?lastPage=EpisodeList,월요웹툰,전체연령가,완벽해 보이지만 사실 외로웠던 백조들과 맘씨 착한 오리가 만나여러 갈등을 함께 겪으며 진짜 친구가 되어가는 소녀들의 찐 우정물,"1,123,259",총 453화,연재 중,#드라마 #설렘폭발 #공감 #우정 #청춘 #외유내강녀 #명랑녀 #햇살녀
834886,노곤하개 쇼츠,홍끼 (글/그림) https://comic.naver.com/community/u/_b2df9d?lastPage=EpisodeList,"월, 목 연재",전체연령가,이제는 개 셋! 고양이 셋! 6마리의 동물들과 함께 사는 일상은 과연 어떨까?!,"66,633",총 33화,연재 중,#일상
795297,신화급 귀속 아이템을 손에 넣었다,정선율 (글/원작) https://comic.naver.com/community/u/jungseonyul?lastPage=EpisodeList / 헤스 (그림) https://comic.naver.com/community/u/hess?lastPage=EpisodeList,월요웹툰,15세 이용가,"D급 무투계 레이더로 마법계 레이더들의 고기방패나 하며 별 볼 일 없이 살던 재현. 그러던 어느 날, 던전에서 우연히 ""오딘의 눈"" 이라는 최강의 귀속 아이템을 얻게 됐다.신의 눈을 가진 자, 세계를 구할 신의 대적자의 운명을 개척하라!","383,876",총 122화,연재 중,#판타지 #사이다 #아카데미물 #아포칼립스 #게임판타지 #회귀 #헌터물 #먼치킨
183559,신의 탑,SIU (글/그림) 155779,653화,12세 이용가,자신의 모든 것이었던 소녀를 쫓아 탑에 들어온 소년그리고 그런 소년을 시험하는 탑,"1,907,018",총 653화,휴재,#판타지 #명작 #이능력 #배틀 #모험 #전쟁 #액션 #성장물 #서바이벌
817859,왕과의 야행,보리 (글/그림) 372337,월요웹툰,18세 이용가,젊은 왕과 아름다운 여인이 발을 사이에 두고 앉아있다.가느다란 흰 손가락으로 책장을 넘기는 여인은고혹적인 목소리로 글을 읽어 내려가는데...전하. 음양이란 서로 감응해야 응하는 것이옵니다.몸과 마음이 무르익어 한 배에 탄 채 애락을 느끼니그 어찌 화락하지 않으오리까?백일의 겨울밤 동안 왕에게 책을 읽어주는 여인.아슬아슬한 긴장감 끝에 순식간에 휩쓸린다.서로에게 깃들고 스며든다.숨겨뒀던 비밀이 터져 나와 모든 것을 깨울 때까지왕과 여인은 그저 꿈 안에 있구나.,"285,249",총 59화,연재 중,#로맨스 #동양풍로맨스 #자극적인 #동양 #왕족/귀족 #나쁜남자 #공식미녀
783052,퀘스트지상주의,박만사 (글/그림) https://comic.naver.com/community/u/ptjcomics?lastPage=EpisodeList / 유누니 (글) https://comic.naver.com/community/u/_pidqu?lastPage=EpisodeList / 태완 (그림) https://comic.naver.com/community/u/_ridr1?lastPage=EpisodeList,174화 완결,15세 이용가,"[외모지상주의], [싸움독학], [인생존망]과 세계관을 공유하는 작품!공부, 싸움, 외모.뭐 하나 잘난 것 없는 평범한 고등학생 ‘김수현’의 눈앞에 갑자기 퀘스트창이 나타났다!첫 번째 퀘스트, [엄마한테 사과하기]를 완료한 수현은 보상으로 키가 3cm 커지게 되는데!퀘스트 엄청 쉽잖아?! 어떤 퀘스트든 완료해주마! 그런데 다음 퀘스트가?[system] 학교 일진녀와 키스하십시오","611,464",총 174화,완결,#드라마 #사이다 #집착녀 #현대 #게임 #상태창 #이능력 #우정 #액션
822573,귀촌리,황양 (글) https://comic.naver.com/community/u/_pboug?lastPage=EpisodeList / 이대한 (그림) https://comic.naver.com/community/u/dh327?lastPage=EpisodeList,월요웹툰,15세 이용가,"평범한 시골 마을 '귀촌리'를 찾은 '허무명'. 그는 돌아가신 할머니의 빈 집에 조용히 숨어든다. 그런데 집이 이상하리만큼 깔끔하다. 할머니가 돌아가신 건 3년 전인데? 어쩐지 마을 사람들은 이방인 무명의 방문을 달가워 하는 것 같지 않다. 아니, 실은 경계하는 것 같다. 그리고 그 날을 기점으로 마을 사람들이 하나, 둘 씩 사라지기 시작한다.","314,678",총 55화,연재 중,#스릴러 #고자극스릴러 #자극적인 #시리어스 #피카레스크 #범죄 #오컬트
832703,시한부 천재가 살아남는 법,JP (글) https://comic.naver.com/community/u/_21cqqm?lastPage=EpisodeList / 윤승기 (그림) https://comic.naver.com/community/u/_k1j02r?lastPage=EpisodeList / 청시소 (원작) 383659,월요웹툰,15세 이용가,"'스물을 넘기지 못하고 단명할 운명'을 타고난 정연신.집안사람들 모두 연신을 홀대하지만,직접 무공을 만들 정도로 그의 실력은 대단했다.그러던 어느 날, 연신은 자신의 수명이 얼마 남지 않았음을 알게 되는데...시한부 천재 정연신의 살아남기 위한 고군분투가 펼쳐진다!","105,605",총 29화,연재 중,#무협/사극 #정통무협 #시리어스 #동양 #모험 #고인물 #힘숨찐 #복수극
796867,버림받은 왕녀의 은밀한 침실,혜니 (글/그림) 288281 / 성혜림 (원작) 344298,월요웹툰,18세 이용가,한때는 추앙받았지만 지금은 비참하게 버림받은 왕녀 르웰린. 아무도 보호해 주지 않는 그녀에게 추악한 저주가 내려진다. 그것은 바로 남자를 욕망하게 되는 저주. 르웰린은 저주의 폭주를 막기 위해 결국 자신의 침실을 열게 되는데... 버림받은 왕녀와 얽히고 설키는 네명의 남자들. 저주의 진실은 밝혀질 것인가? 그리고 그녀와 함께 할 사내는 과연 누가 될 것인가?,"341,734",총 137화,연재 중,#로맨스 #자극적인 #치명적인 #서양 #왕족/귀족 #무심남 #순정남 #계략남
806189,별난식당,HO9 (글/그림) https://comic.naver.com/community/u/_xborp?lastPage=EpisodeList,월요웹툰,전체연령가,"<요리GO>의 새로운 이야기,<별난식당>.특급호텔에서 최연소 팀장에 오르며 승승장구하던 주인공 한별은 퇴사를 하고 작은 식당을 차린다.그 식당의 이름은 '별난식당'.별난식당은 상권이라고는 찾아볼 수 없는, 서울에서 제일 가난한 동네인 부자동에 위치해 있다.또한 메뉴도 별나다. 바로 메뉴가 없기 때문이다. 메뉴가 없이 한별 셰프가 그때그때 제철 식재료를 이용해 요리를 만드는 식당이다.이 식당의 특별한 점은 요리를 먹는 손님이 마음까지 위로 받는다는 것.한별 셰프는 대체 어떠한 방법으로 마음의 상처가 있는 많은 손님들을 요리로 치유하는 것일까?","153,467",총 107화,연재 중,#드라마 #감성적인 #청춘 #지금추천작 #성장물 #힐링 #직업드라마 #음식&요리
821195,회귀한 공작가의 막내도련님은 암살자,스윙뱃 (글/그림) 348481 / 커피라임 (원작) 375336,월요웹툰,15세 이용가,"대륙 제일의 암살자 시안 베르트평생을 믿고 따랐던 형에게 배신당한 뒤, 비참한 최후를 맞이한다.만약 내게 한 번 더 생이 주어진다면 그때는 다른 삶을 살 것이다.오로지 나 하나만을 바라보면서, 내 스스로 모든 것을 이룰 수 있는 누구도 섬기지 않는 그런 삶을. 그렇게 맞이하게 된 두 번째 삶. 더 이상 남을 위해 살던 그림자 시안 베르트는 없다.다시 쓰는 인생 나를 위한 모든 것을 이룩하리라! 스튜디오","222,348",총 65화,연재 중,#판타지 #레드아이스 스튜디오 #액션판타지 #왕족/귀족 #아카데미물 #고인물 #회귀
821626,수상한 다이어트 클럽,스프링 (글/그림) https://comic.naver.com/community/u/_1bxb2?lastPage=EpisodeList,월요웹툰,15세 이용가,"모태 통통 ‘고양순’은 부모님의 등쌀에 못이겨 박박사 다이어트 클럽에 입소한다. 어딘가 수상해 보이는 박박사지만, 그녀의 이력 만큼은 누구보다 확실하다. 성공률 100%를 자랑하는 이곳의 퇴소 조건은 단 하나, ‘목표 체중을 다 감량해야만 하는 것!' 과연 100kg가 넘는 양순 역시 다이어트에 성공, 웃으며 이곳을 나설 수 있을까?!","114,299",총 53화,연재 중,#스릴러 #고자극스릴러 #인생역전 #미스터리 #집착물 #환골탈태 #하이퍼리얼리즘
774863,정보 없음,,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,연재 중,정보 없음
807775,천재 타자가 강속구를 숨김,황지성 (글) 364493 / 스튜디오MW (그림) https://comic.naver.com/community/u/MW?lastPage=EpisodeList / 김성은 (그림) 381665 / 이블라인 (원작) 364495,월요웹툰,전체연령가,"부와 명예, 모든 걸 얻은 천재 메이저리거 강건우.그런 그조차도 아내와의 행복한 결혼 생활만큼은 이어갈 수 없었다.아내의 빈자리를 느끼며 후회하던 그가 신비한 반지의 힘으로 과거에 돌아왔다.풋풋한 연애시절의 고등학생이 된 그는 이번에야말로 사랑을 쟁취할 수 있을까.","143,427",총 83화,연재 중,#스포츠 #청춘 #인생역전 #성장물 #고인물 #타임슬립 #야구 #회귀 #힘숨찐
813552,우아한 욕망,김종건 (글/그림) https://comic.naver.com/community/u/jonggeon?lastPage=EpisodeList,월요웹툰,18세 이용가,늦은 밤 열린 호텔 엘리베이터.그 안에는 오래 전 첫사랑이 중년 여성과 함께 있었다.낭만을 꿈꿔왔던 첫사랑과의 재회는 그저 배신감뿐.부유한 중년 유부녀의 소유물이 된 첫사랑.내 첫사랑이 나이 든 아줌마와 붙어먹는 그런 놈일리 없잖아.내 첫사랑. 내 것으로 만들고야 말겠다.,"150,074",총 82화,연재 중,#로맨스 #리얼로맨스 #자극적인 #시리어스 #치명적인 #첫사랑 #중년 #무심남
827322,무벌전,노백 (글/그림) https://comic.naver.com/community/u/_91mzj1?lastPage=EpisodeList,월요웹툰,15세 이용가,"…무당이 망했다!!!긴 임무에서 돌아온 2대제자 충엽. 그러나 본산은 이미 폐허가 되고, 이에 절망한 충엽도 폐인이 되었다!그러나 아직 한 줄기 희망을 품고 있는 석현과 무영!과연 무당의 앞날은 어찌 될 것인지…. 이 녀석 충엽! 어서 의욕 좀 챙겨라!! 이 벌레야!!! 지상최대공모전","64,035",총 42화,연재 중,#무협/사극 #정통무협 #동양 #시대물 #액션 #성장물 #2022 지상최대공모전
826348,잘 헤어지는 방법,강문송 (글) https://comic.naver.com/community/u/_q17c0h?lastPage=EpisodeList / 1172 (그림) https://comic.naver.com/community/u/_o176ps?lastPage=EpisodeList,월요웹툰,18세 이용가,"외로웠던 세진의 인생에 나타난 완벽한 남자, 도영.그러나 행복도 잠시,갈수록 선을 넘는 도영의 가스라이팅에 세진은 지쳐만 간다.결국 이별을 결심한 순간, 그의 사이코적인 모습을 보게 되는데…과연 세진은 도영과 잘 헤어질 수 있을까?“날 이렇게 만든 건 너야.”지금부터 한 여자의 죽고 죽이는 이별이 시작된다.","97,374",총 47화,연재 중,#스릴러 #고자극스릴러 #자극적인 #시리어스 #계략남 #집착남 #드라마 #사연녀
817945,어린이집 다니는 구나,구나 (글/그림) https://comic.naver.com/community/u/Greatgunaa?lastPage=EpisodeList,"월, 수 연재",전체연령가,"""노는 게 제일 좋아!"" 라고 했더니 정말 노는 게 직업이 됐다?! 매일 동심의 세계로 출퇴근한지 어쩌다 10년째!아이들이라면 알 만큼 안다고 생각했는데... 예측불가한 말과 행동들은 여전히 새롭기만 하다. 그런 아이들에게 언제나 ""그랬구나"" 라고 말해주는,10년차 프로공감러 구나가 들려주는 어린이집 선생님 이야기","111,440",총 129화,연재 중,#일상 #공감 #무해한 #러블리 #힐링 #직업드라마 #육아물 #하이퍼리얼리즘
835082,연애리뷰,평강 (글) 385692 / 라희 (그림) https://comic.naver.com/community/u/_g2dw96?lastPage=EpisodeList,월요웹툰,15세 이용가,평소엔 누구보다 이성적! 그러나 연애만 하면 상호구가 되는 기주.  이번엔 다를 거라 믿었던 남자친구와의 다툼 중 계단에서 굴러 떨어지게 되는데..  병원에서 깨어난 기주의 눈 앞에 수상한 리뷰창이 보인다!  '이게 뭐지? 남자친구를 평가한 듯한 전여친들의 리뷰..?' 이 리뷰창… 기주의 연애에 구원이 되어줄 수 있을까?,"124,196",총 16화,연재 중,#로맨스 #로맨스 #레드스트링 #캠퍼스로맨스
833702,파브르 in 사천당가,지대공마법소년 (글) https://comic.naver.com/community/u/SAMmagician?lastPage=EpisodeList / 크라켄 (그림) 384554 / 에르훗 (원작) 376063,월요웹툰,15세 이용가,"독물과 독충을 다루던 백만 스트리머 매운 파브르.아프리카 현지촬영중 블랙맘바에 물려 무림에 전생하게 된다.정글에서 자신이 좋아하는 독물들을 키우며 자연인 생활을 하던 주인공은독공을 사용하는 사천당가의 눈에 띄게 된다.""자네. 우리 식구(食口)가 되게!""","67,663",총 26화,연재 중,#무협/사극 #동양 #액션 #판타지 #판무 #빙의 #동물 #소설원작
834261,최악의 세대,광산 (글/그림) https://comic.naver.com/community/u/_v1mvin?lastPage=EpisodeList / MAJOR (글/그림) https://comic.naver.com/community/u/major?lastPage=EpisodeList,월요웹툰,15세 이용가,"'요즘 애들 싸가지가 없다.''그렇게 만든 게 당신들이라고.'전설의 주먹, 정불도. 출소 후 새 인생을 살려 하지만불도의 주변인들은 신흥 MZ조폭에 고초를 겪게 된다.이를 지켜보던 '태은석'은 자신의 복수에 불도를 이용하려 하는데..","68,830",총 22화,연재 중,#액션
825332,아포칼립스에 집을 숨김,DD (글) https://comic.naver.com/community/u/_w14uat?lastPage=EpisodeList / 송지형 (그림) https://comic.naver.com/community/u/_6bp71?lastPage=EpisodeList / 로드워리어 (원작) 371571,월요웹툰,15세 이용가,"3년 뒤, 이 세상이 멸망하리라 예측하고 온갖 대비를 해온 '멸망주의자' 박규. 그리고 그의 예상대로, 어느 날 서울 핵 공습을 시작으로 전 세계는 핵 전쟁에 돌입. 미증유의 아포칼립스가 펼쳐진다.모두의 비웃음에도 불구하고 전 재산을 털어 3년 전부터 묵묵히 자신만의 방공호를 파내려 간 보람이 있는 주인공 박규. 과연 그가 이 모든 일들을 내다본 것은 단순한 우연의 일치일까?","87,970",총 48화,연재 중,#액션 #생존 #크리처 #고인물 #서바이벌 #아포칼립스 #힘숨찐 #헌터물
832243,"정신 차려, 전승연",제민 (글/그림) https://comic.naver.com/community/u/_a1hfg1?lastPage=EpisodeList,월요웹툰,15세 이용가,"예쁜 얼굴, 큰 키, 특유의 분위기 덕에 인기가 많은 승연은 PC방에서 알바하며, 자신에게 호의를 보이는 남자 손님들에게 값싼 자존감을 얻곤 한다.4학년이 된 지금은 학업에 매진해야 하는 걸 알지만, 쉽게 PC방 알바를 그만두지 못하는 승연은 은근 매력있는 이범을 만나게 되는데...","85,511",총 31화,연재 중,#로맨스
818403,학식의 꿈,으앵 (글/그림) 352266,월요웹툰,15세 이용가,"어려운 환경에서도 꿋꿋이 공부해 명문대에 합격했지만, 연애 점수는 0점인 예진.남자친구를 만들고 싶다는 소망으로 이것저것 시도해 보는데….때마침 예진의 앞에 나타난 유일한 남사친이자 체대생 현은 친구라는 탈을 쓰고 예진에게 점점 집착한다.과연 예진은 높은 학식으로 집안을 일으키는 꿈과, 학식 먹으며 연애하는 꿈 두 가지를 모두 이룰 수 있을까?","227,548",총 75화,연재 중,#로맨스 #리얼로맨스 #공감 #캠퍼스 #청춘 #능글남 #평범녀 #러블리
759940,만렙돌파,성불예정 (글) https://comic.naver.com/community/u/_kbriy?lastPage=EpisodeList / 준1 (글) 365236 / 미노 (그림) https://comic.naver.com/community/u/Mino?lastPage=EpisodeList,월요웹툰,15세 이용가,"알 수 없는 오류로 3000년간 각성 테스트에 갇힌 김기봉.그 사이 현실에선 10년이 흘렀고, 온 세상은 몬스터와 던전으로 가득차게 되었다. 만렙으로 귀환한 김기봉의 모든 것을 원래대로 돌려놓기 위한 싸움이 시작된다!","247,990",총 187화,연재 중,#판타지 #현대판타지 #현대 #게임 #크리처 #고인물 #게임판타지 #헌터물
768536,잔불의 기사,환댕 (글/그림) https://comic.naver.com/community/u/hwandaeng?lastPage=EpisodeList,184화,15세 이용가,"유일한 가족이자, 최고의 기사 유망주였던 쌍둥이 동생이 살해당했다.천재적이었던 동생과는 달리 무예에 재능이 전혀 없지만,동생의 복수를 위해 '강함'을 연기하기로 결심했다.약해빠진 나는 복수에 성공할 수 있을까.","288,739",총 184화,휴재,#판타지 #중세판타지액션 #마법 #액션 #성장물 #세계관 #소년왕도물 #복수극
835905,인생은 한방,김양수 (글/그림) https://comic.naver.com/community/u/muplie?lastPage=EpisodeList / 곽백수 (글/그림) 19,월요웹툰,전체연령가,"활기찬 하루를 위해 곽백수, 김양수 작가가 전하는 <인생은 한방> 본 컨텐츠는 래오이경제의 브랜드 웹툰입니다.","2,441",총 6화,연재 중,#일상
783535,제왕,김남규 (글) 351600 / 애풍 (그림) 323347 / 아쿠아콘 (그림) https://comic.naver.com/community/u/contimaker?lastPage=EpisodeList,월요웹툰,전체연령가,"깡패, 검사, 국회의원...절대 섞여서는 안 될세 친구가 만들어 내는30년 간의 핏빛 느와르.","63,916",총 141화,연재 중,#액션 #시리어스 #정치 #성장물 #범죄 #두뇌싸움 #느와르
835698,ZD,조석 (글/그림) https://comic.naver.com/community/u/morningevening?lastPage=EpisodeList,월요웹툰,12세 이용가,"내가 축구게임에서 만든 생성선수가 진짜 현실에 나타나 프로선수로 뛰고있다?! 어느날 갑자기 혜성처럼 나타난 김생성 선수. 사실 그는 에이전트 '성제'가 축구게임에서 만든 '생성'선수다. 이 선수는 망해가는 에이전시를 다시 일으켜줄 신이 보낸 선물인가, 공포인가. 일단 모르겠고, 해보자.","19,621",총 14화,연재 중,#스포츠 #가족 #스포츠 #드라마 #개그 #축구 #성장드라마 #스포츠성장
21815,히어로메이커,빤쓰 (글/그림) 66,월요웹툰,전체연령가,왕은 영웅이 되고 싶어하는 공주의 소원을 들어주기로 전격 결심! 공주를 속이고 마치 영웅이 된 것처럼 만들기 위해 온 나라가 연극을 하게 되는데..파란만장한 그들만의 눈물겨운 영웅만들기의 대장정이 펼쳐집니다~,"81,970",총 967화,연재 중,#판타지 #판타지개그 #서양 #모험 #전쟁 #정치 #용사 #왕족/귀족 #개그
829195,우주천마 3077,산하 (글) https://comic.naver.com/community/u/_2muvg?lastPage=EpisodeList / 김대영 (그림) https://comic.naver.com/community/u/_wbp1q?lastPage=EpisodeList / 녹색여우 (원작) 381464,월요웹툰,15세 이용가,"오랜 세월이 흘러 태산에 봉인된 천마가 눈을 떴을 때,이미 인류는 방사능에 절여진 지구를 떠나 은하를 누비고 있었다.","46,614",총 37화,휴재,#무협/사극 #액션 #고인물 #아포칼립스 #동양풍판타지 #힘숨찐 #sf #판무
730174,칼가는 소녀,오리 (글/그림) https://comic.naver.com/community/u/ori?lastPage=EpisodeList,210화 완결,12세 이용가,치사율 100%의 인싸 희귀병 소녀 '사랑'누구보다 차분하고 두려움 없는 같은 반 소녀 '은조'두 소녀가 가슴 속 칼을 품고 세상을 향한 복수를 꿈꾼다.네이버웹툰 최강자전 18년 대표작. 최강자전,"390,261",총 210화,완결,#드라마 #최강자전 #2018 최강자전 #성장드라마 #걸크러시 #감성드라마 #완결무료
831416,중세 판타지 속 망나니 경비조장,스튜디오MW (글) https://comic.naver.com/community/u/MW?lastPage=EpisodeList / 김가든 (그림) https://comic.naver.com/community/u/_oldyb?lastPage=EpisodeList / 곰돌이는 (원작) 382891,월요웹툰,15세 이용가,"노동법도 없는 무식한 중세.전쟁과 빈곤, 마법과 비상식이 지배하는 이곳에서경비조장은 오늘도 뺑이를 친다.","54,946",총 28화,연재 중,#판타지 #고인물 #차원이동 #이세계 #먼치킨 #소설원작
834686,시리도록 불꽃처럼,김인호 (글/그림) https://comic.naver.com/community/u/ino?lastPage=EpisodeList / 유진성 (원작) 348016,월요웹툰,15세 이용가,"""강호로 내려가면 세상이 너의 적이 될 것이야..."" 쇠락한 가문의 젊은 가주 '백무진'은 가세를 바로 잡기 위해 세상 밖으로의 여정을 준비한다. 세상은 그의 적이 될 것이라는 예견된 미래에도 불구하고, 무진은 외로운 싸움을 시작한다. <장씨세가 호위무사> 김인호 작가의 2024 무협 신작.","31,380",총 21화,연재 중,#무협/사극 #정통무협 #열혈 #동양 #시대물 #소년물 #액션 #무협/사극
818780,영업 천재가 되었다,혜림 (글/그림) 373148 / 댄킴 (원작) 373149,월요웹툰,전체연령가,"나는 빚을 갚기 위해 당장 할 수 있는 일을 선택했고, 그게 내겐 영업이었다.그리고 내게 다시 한 번의 기회가 주어졌다.","59,142",총 56화,연재 중,#판타지 #감성적인 #현대 #오피스 #직업드라마 #회귀 #소설원작
835553,비서실세,정미 (글/그림) 349742 / 로즈빈 (원작) 327480,월요웹툰,15세 이용가,"""유선항공의 알력다툼 사이에 스파이 활동을 해야 하는 대리 ' 윤혜원'. 불우한 환경 속에서 자란 혜원은 유선항공의 장학 프로그램 덕분에 학교를 무사히 졸업하고 대기업 입사까지 성공한다. 유선항공의 부사장 '하지석'은 혜원에게 '회사의 은혜를 갚아야 할 때'라며 지석의 사촌인 '하태범' 전무의 일거수일투족을 보고하라며 그녀를 첩자로(?) 파견한다. 태범 역시 혜원이 지석의 사람이라는 사실을 알면서도 혜원을 기꺼이 자신의 곁에 두고 보란듯이 그녀를 괴롭힌다. 하.지.만! 처음엔 그저 일 때문이었지만 두 사람은 점점 서로에게 스며들기 시작한다.","33,792",총 12화,연재 중,#로맨스 #리얼로맨스 #설렘폭발 #치명적인 #현대 #오피스 #능력남 #재벌남
828167,구야는 신입,구야 (글/그림) https://comic.naver.com/community/u/koooya974?lastPage=EpisodeList,"월, 금 연재",전체연령가,평생 학생일 줄 알았던 내가 어느새 직장인이 되어버렸다.직장인이 된 기쁨도 잠시... 이제는 일하다가 몰래 잡코리x만 뒤져보는 직장인이 되어버렸다는데...사회초년생 구야의 웃픈(?) 홀로서기 연재직행열차,"25,733",총 72화,연재 중,#일상 #2024 연재직행열차 #일상개그힐링 #공감 #오피스 #청춘 #일상 #가벼운
836785,폐황후 마리아,하브린 (글) https://comic.naver.com/community/u/_ebp4v?lastPage=EpisodeList / 과자 (그림) https://comic.naver.com/community/u/cracker?lastPage=EpisodeList / 강희자매 (원작) 360332,월요웹툰,15세 이용가,"""기다려, 이제부터는 내가 천벌을 내릴 테니까.""제국의 황후로서, 황제의 아내로서 최선을 다해 살아 온 마리아. 하지만 그녀에게 돌아온 것은 남편과 친구의 처절한 배신 뿐이었고, 종국에는 사랑하는 이들의 죽음만을 지켜본다. 마리아는 그렇게 타인에게 철저히 이용당한 채, 결국에는 폐황후의 칭호를 얻으며 타국으로 끌려간다. 하지만 그곳에서 만난 붉은 머리의 사내 '군터'는 마리아가 알고 있던 과거의 기억과는 다른 진실들을 떠오르게 하고, 마리아는 절망의 끝자락에서 다시 한번 살고 싶어진다. 그리고 살아서, 복수 하겠다는 생각에 심장이 뛴다.","33,101",총 9화,연재 중,#드라마 #성장로판 #중세 #서양 #시대물 #결혼생활 #혐관 #왕족/귀족
814594,개같이 탈출,갬쟈 (글/그림) 370140,월요웹툰,전체연령가,"""살아남으라고? 나는 자그만 말티즈란 말이야!""세상 따뜻하고 포근한 가정집에서 살아온 삐용이. 언니 품에서 그저 귀엽기만 하면 되는 견생이었는데... 갑자기 가족들과 모든 인간이 사라져버렸다.혼자서는 아무것도 할 줄 모르는데, 괴물 좀비 개들이 우글거리는 고립된 도시를 탈출해 언니를 만날 수 있을까? 지상최대공모전","133,010",총 86화,연재 중,#드라마 #생존 #성장물 #2022 지상최대공모전 #무해한 #힐링 #아포칼립스
818588,진주,백두 (글/그림) https://comic.naver.com/community/u/_fq2v2?lastPage=EpisodeList / 박만사 (글) https://comic.naver.com/community/u/ptjcomics?lastPage=EpisodeList / 백승훈 (그림) 333474,월요웹툰,15세 이용가,"<통>, <독고>, <블러드레인> 백두 작가의 화제의 신작! 퇴역한 전국구 주먹 ‘진주현’은 안암 판정을 받고 고향 진주로 내려가‘현진주’를 만나 난생 처음 평범한 삶을 꿈꾼다. 그러나 과거 몸담았던 뒷세계와의 지독한 악연은그의 삶을 송두리째 흔들기 시작하는데...","61,530",총 71화,연재 중,#드라마 #사이다 #시리어스 #액션 #요즘핫한추천작 #지금추천작 #범죄 #먼치킨
