titleId,title,writers,weekday,upload_day,age_rating,brief_text,interest_count,total_episodes,status,hashtags
037,참교육,채용택 (글)/ 한가람 (그림),월요웹툰,참교육,15세 이용가,무너진 교권을 지키기 위해 교권보호국 소속 나화진의 참교육이 시작된다!<br><부활남> 채용택 작가 X <신석기녀> 한가람 작가의 신작!<br><br><br><br><br><br><br><br><br>,"942,462",총 166화,연재 중,#액션 #사이다 #학원액션 #자극적인 #사회고발 #참교육 #블루스트링 #학원물
830015,어느날 갑자기 가슴이 커짐,물렁이 (글/그림),월요웹툰,어느날 갑자기 가슴이 커짐,전체연령가,이것은 행운인가 불운인가? 어느날 갑자기 예상치 못하게 가슴 사이즈가 A컵에서 H컵이 된다면?!<br>단순하게만 생각했던 신체의 변화는 점점 걷잡을 수 없이 흘러가고<br>아무도 이 상황에 대한 진단을 내려주지 못하는 가운데 <br>정신적으로도 변화가 생기며 인생 최대의 위기를 맞게 되는데... <br>가슴이 커진다는 판타지 같은 일을 통해 삶과 죽음이라는 정말로 현실적이고 가장 기본적인 인생의 가치와 가족의 의미에 대해 다시 한 번 깨닫게 되는 이야기.<br><br><br><br>,"52,370",총 11화,연재 중,#일상 #감성적인 #공감 #하이퍼리얼리즘
774866,똑 닮은 딸,이담 (글/그림),월요웹툰,똑 닮은 딸,15세 이용가,'우리 엄마가 살인마인 것 같다.' <br>성적 우수 품행 단정 모범적인 자식인 길소명은 엄마가 요구하는 기준에 맞춰 완벽한 딸로 살아왔다.<br>그러나 남동생이 강물에서 시체로 떠오른 그 날 소명의 머릿속엔 섬뜩한 의혹이 피어오른다.<br>자식의 인생에 방해되는 모든 것을 없애려는 엄마와 그녀에게서 벗어나려는 딸 두 사람의 잔혹한 모녀 스릴러!<br>2020 지상최대공모전 2기 우수상 수상작.<br><br><br><br><br><br><br>,"652,529",총 129화,연재 중,#스릴러 #고자극드라마 #자극적인 #시리어스 #미스터리 #범죄
817859,왕과의 야행,보리 (글/그림),월요웹툰,왕과의 야행,18세 이용가,젊은 왕과 아름다운 여인이 발을 사이에 두고 앉아있다.<br>가느다란 흰 손가락으로 책장을 넘기는 여인은<br>고혹적인 목소리로 글을 읽어 내려가는데...<br><br>전하. 음양이란 서로 감응해야 응하는 것이옵니다.<br>몸과 마음이 무르익어 한 배에 탄 채 애락을 느끼니<br>그 어찌 화락하지 않으오리까?<br><br>백일의 겨울밤 동안 왕에게 책을 읽어주는 여인.<br>아슬아슬한 긴장감 끝에 순식간에 휩쓸린다.<br>서로에게 깃들고 스며든다.<br><br>숨겨뒀던 비밀이 터져 나와 모든 것을 깨울 때까지<br>왕과 여인은 그저 꿈 안에 있구나.<br><br><br><br><br><br><br><br>,"256,189",총 49화,연재 중,#로맨스 #동양풍로맨스 #자극적인 #동양 #왕족/귀족 #나쁜남자 #공식미녀
183559,신의 탑,SIU (글/그림),월요웹툰,신의 탑,12세 이용가,자신의 모든 것이었던 소녀를 쫓아 탑에 들어온 소년<br>그리고 그런 소년을 시험하는 탑<br><br><br><br><br><br><br><br><br><br>,"1,916,426",총 644화,연재 중,#판타지 #명작 #이능력 #배틀 #모험 #전쟁 #액션 #성장물 #서바이벌
602910,윈드브레이커,조용석 (글/그림),월요웹툰,윈드브레이커,12세 이용가,혼자서 자전거를 즐겨타던 모범생 조자현.<br>원치 않게 자전거 크루의 일에 자꾸 휘말리게 되는데...<br>자유를 꿈꾸는 청춘들의 스트릿라이딩 드라마!<br><br><br><br><br><br><br><br><br>,"1,178,753",총 517화,연재 중,#스포츠 #현대 #우정 #라이벌 #청춘 #성장물 #학원물 #성장드라마
822657,환생천마,JP (글)/ 부겸 (그림)/ 장영훈 (원작),월요웹툰,환생천마,15세 이용가,철혈의 맹주 강호의 절대자 '천하진'. 가문의 수치라 불리는 망나니 '벽리단'의 몸으로 깨어나다! 취미는 사기도박 검은 창고에 박아둔지 오래. 하루아침에 천하제일인에서 천하의 쓰레기가 된 그는 다시 검을 잡고 전생에서 이루지 못한 경지에 오르고자 한다.<br><br><br><br><br><br><br><br><br>,"116,763",총 38화,연재 중,#무협/사극 #사이다 #동양 #환생 #액션 #고인물 #환골탈태 #동양풍판타지
822573,귀촌리,황양 (글)/ 이대한 (그림),월요웹툰,귀촌리,15세 이용가,평범한 시골 마을 '귀촌리'를 찾은 '허무명'. 그는 돌아가신 할머니의 빈 집에 조용히 숨어든다. <br>그런데 집이 이상하리만큼 깔끔하다. 할머니가 돌아가신 건 3년 전인데? <br>어쩐지 마을 사람들은 이방인 무명의 방문을 달가워 하는 것 같지 않다. 아니 실은 경계하는 것 같다. <br>그리고 그 날을 기점으로 마을 사람들이 하나 둘 씩 사라지기 시작한다.<br><br><br><br><br><br><br><br>,"281,396",총 34화,연재 중,#스릴러 #고자극스릴러 #자극적인 #시리어스 #피카레스크 #범죄 #오컬트
654774,소녀의 세계,모랑지 (글/그림),월요웹툰,소녀의 세계,전체연령가,완벽해 보이지만 사실 외로웠던 백조들과 맘씨 착한 오리가 만나<br>여러 갈등을 함께 겪으며 진짜 친구가 되어가는 소녀들의 찐 우정물<br><br><br><br><br><br><br><br><br>,"1,124,754",총 434화,휴재,#드라마 #설렘폭발 #공감 #우정 #청춘 #외유내강녀 #명랑녀 #햇살녀
796075,절대검감,김두루미 (글)/ 티아이 (그림)/ 한중월야 (원작),월요웹툰,절대검감,12세 이용가,단전이 부숴졌다는 이유로 집에서는 내놓은 자식 취급을 받던 소운휘는 혈교에 납치되어서도 삼류 첩자로 살아왔다.<br>어느 날 전설로만 알려진 검선비록을 찾는데 이용당하다 죽은 운휘는 10년 전 혈교에 납치되던 그 날로 돌아가게 되고 검의 목소리를 듣는 신비한 능력을 얻는다.<br><br><br><br><br><br><br><br><br><br>,"187,159",총 103화,연재 중,#무협/사극 #동양 #이능력 #모험 #액션 #성장물 #환골탈태 #회귀 #판무
783052,퀘스트지상주의,박만사 (글/그림)/ 유누니 (글)/ 태완 (그림),월요웹툰,퀘스트지상주의,15세 이용가,[외모지상주의] [싸움독학] [인생존망]과 세계관을 공유하는 작품!<br>공부 싸움 외모.<br>뭐 하나 잘난 것 없는 평범한 고등학생 ‘김수현’의 눈앞에 갑자기 퀘스트창이 나타났다!<br>첫 번째 퀘스트 [엄마한테 사과하기]를 완료한 수현은 보상으로 키가 3cm 커지게 되는데!<br>퀘스트 엄청 쉽잖아?! 어떤 퀘스트든 완료해주마! 그런데 다음 퀘스트가?<br>[system] 학교 일진녀와 키스하십시오<br><br><br><br><br><br><br><br><br><br>,"614,081",총 158화,연재 중,#드라마 #사이다 #집착녀 #현대 #게임 #상태창 #이능력 #우정 #액션
796867,버림받은 왕녀의 은밀한 침실,혜니 (글/그림)/ 성혜림 (원작),월요웹툰,버림받은 왕녀의 은밀한 침실,18세 이용가,한때는 추앙받았지만 지금은 비참하게 버림받은 왕녀 르웰린. 아무도 보호해 주지 않는 그녀에게 추악한 저주가 내려진다. <br>그것은 바로 남자를 욕망하게 되는 저주. <br>르웰린은 저주의 폭주를 막기 위해 결국 자신의 침실을 열게 되는데... <br>버림받은 왕녀와 얽히고 설키는 네명의 남자들. <br>저주의 진실은 밝혀질 것인가? 그리고 그녀와 함께 할 사내는 과연 누가 될 것인가?<br><br><br><br><br><br><br><br><br>,"332,588",총 117화,연재 중,#로맨스 #자극적인 #치명적인 #서양 #왕족/귀족 #무심남 #순정남 #계략남
821626,수상한 다이어트 클럽,스프링 (글/그림),월요웹툰,수상한 다이어트 클럽,15세 이용가,모태 통통 ‘고양순’은 부모님의 등쌀에 못이겨 박박사 다이어트 클럽에 입소한다. <br>어딘가 수상해 보이는 박박사지만 그녀의 이력 만큼은 누구보다 확실하다. <br>성공률 100%를 자랑하는 이곳의 퇴소 조건은 단 하나 ‘목표 체중을 다 감량해야만 하는 것!' <br>과연 100kg가 넘는 양순 역시 다이어트에 성공 웃으며 이곳을 나설 수 있을까?!<br><br><br><br><br><br><br><br>,"94,366",총 33화,연재 중,#스릴러 #고자극스릴러 #인생역전 #미스터리 #집착물 #환골탈태 #하이퍼리얼리즘
831770,2024 루키 단편선,네이버웹툰 작가 (글/그림),"월, 목 연재",2024 루키 단편선,전체연령가,전설 이현세 이두호 작가가 직접 프로듀싱한 지옥캠프 단편선!<br>2024년 최강 루키들을 소개합니다!<br><br><br><br><br><br><br><br><br>,"15,431",총 5화,연재 중,#드라마 #리얼로맨스 #가벼운 #사연녀 #성장물 #무해한 #힐링 #회귀
806189,별난식당,HO9 (글/그림),월요웹툰,별난식당,전체연령가,<요리GO>의 새로운 이야기<별난식당>.<br>특급호텔에서 최연소 팀장에 오르며 승승장구하던 주인공 한별은 퇴사를 하고 작은 식당을 차린다.<br>그 식당의 이름은 '별난식당'.<br><br>별난식당은 상권이라고는 찾아볼 수 없는 서울에서 제일 가난한 동네인 부자동에 위치해 있다.<br>또한 메뉴도 별나다. 바로 메뉴가 없기 때문이다. 메뉴가 없이 한별 셰프가 그때그때 제철 식재료를 이용해 요리를 만드는 식당이다.<br><br>이 식당의 특별한 점은 요리를 먹는 손님이 마음까지 위로 받는다는 것.<br>한별 셰프는 대체 어떠한 방법으로 마음의 상처가 있는 많은 손님들을 요리로 치유하는 것일까?<br><br><br><br><br><br><br><br><br>,"147,600",총 88화,연재 중,#드라마 #감성적인 #청춘 #지금추천작 #성장물 #힐링 #직업드라마 #음식&요리
821195,회귀한 공작가의 막내도련님은 암살자,스윙뱃 (글/그림)/ 커피라임 (원작),월요웹툰,회귀한 공작가의 막내도련님은 암살자,15세 이용가,대륙 제일의 암살자 시안 베르트<br>평생을 믿고 따랐던 형에게 배신당한 뒤 비참한 최후를 맞이한다.<br>만약 내게 한 번 더 생이 주어진다면 그때는 다른 삶을 살 것이다.<br>오로지 나 하나만을 바라보면서 내 스스로 모든 것을 이룰 수 있는 누구도 섬기지 않는 그런 삶을. <br>그렇게 맞이하게 된 두 번째 삶. 더 이상 남을 위해 살던 그림자 시안 베르트는 없다.<br>다시 쓰는 인생 나를 위한 모든 것을 이룩하리라!<br><br> 스튜디오<br><br><br><br><br><br>,"189,759",총 43화,연재 중,#판타지 #레드아이스 스튜디오 #액션판타지 #왕족/귀족 #아카데미물 #고인물 #회귀
774863,팔이피플,매미 (글)/ 희세 (그림),월요웹툰,팔이피플,15세 이용가,<마스크걸> <위대한 방옥숙> 매미/희세 작가의 신작!<br>SNS에서 육아용품 파는 평범한 유부녀 박주연 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.<br>박주연은 김예희를 미워하는 동시에 집착하고 있는데 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?<br><br><br><br><br><br><br><br><br>,"343,190",총 127화,연재 중,#드라마 #고자극드라마 #자극적인 #시리어스 #공감 #사회고발 #인생역전 #범죄
813552,우아한 욕망,김종건 (글/그림),월요웹툰,우아한 욕망,18세 이용가,늦은 밤 열린 호텔 엘리베이터.<br>그 안에는 오래 전 첫사랑이 중년 여성과 함께 있었다.<br>낭만을 꿈꿔왔던 첫사랑과의 재회는 그저 배신감뿐.<br><br>부유한 중년 유부녀의 소유물이 된 첫사랑.<br>내 첫사랑이 나이 든 아줌마와 붙어먹는 그런 놈일리 없잖아.<br><br>내 첫사랑. 내 것으로 만들고야 말겠다.<br><br><br><br><br><br><br><br><br>,"142,870",총 61화,연재 중,#로맨스 #리얼로맨스 #자극적인 #시리어스 #치명적인 #첫사랑 #중년 #무심남
807775,천재 타자가 강속구를 숨김,황지성 (글)/ 스튜디오MW (그림)/ 김성은 (그림)/ 이블라인 (원작),월요웹툰,천재 타자가 강속구를 숨김,전체연령가,부와 명예 모든 걸 얻은 천재 메이저리거 강건우.<br>그런 그조차도 아내와의 행복한 결혼 생활만큼은 이어갈 수 없었다.<br>아내의 빈자리를 느끼며 후회하던 그가 신비한 반지의 힘으로 과거에 돌아왔다.<br>풋풋한 연애시절의 고등학생이 된 그는 이번에야말로 사랑을 쟁취할 수 있을까.<br><br><br><br><br><br><br><br><br><br>,"119,346",총 63화,연재 중,#스포츠 #청춘 #인생역전 #성장물 #고인물 #타임슬립 #야구 #힘숨찐 #회귀
768536,잔불의 기사,환댕 (글/그림),월요웹툰,잔불의 기사,15세 이용가,유일한 가족이자 최고의 기사 유망주였던 쌍둥이 동생이 살해당했다.<br>천재적이었던 동생과는 달리 무예에 재능이 전혀 없지만<br>동생의 복수를 위해 '강함'을 연기하기로 결심했다.<br>약해빠진 나는 복수에 성공할 수 있을까.<br><br><br><br><br><br><br><br><br>,"277,172",총 170화,연재 중,#판타지 #중세판타지액션 #마법 #액션 #성장물 #세계관 #소년왕도물 #복수극
817945,어린이집 다니는 구나,구나 (글/그림),"월, 수 연재",어린이집 다니는 구나,전체연령가,"""노는 게 제일 좋아!"" 라고 했더니 정말 노는 게 직업이 됐다?! 매일 동심의 세계로 출퇴근한지 어쩌다 10년째!<br>아이들이라면 알 만큼 안다고 생각했는데... 예측불가한 말과 행동들은 여전히 새롭기만 하다. <br>그런 아이들에게 언제나 ""그랬구나"" 라고 말해주는<br>10년차 프로공감러 구나가 들려주는 어린이집 선생님 이야기<br><br><br><br><br><br><br><br>","103,999",총 100화,연재 중,#일상 #공감 #무해한 #러블리 #힐링 #직업드라마 #육아물 #하이퍼리얼리즘
832243,"정신 차려, 전승연",제민 (글/그림),월요웹툰,"정신 차려, 전승연",15세 이용가,예쁜 얼굴 큰 키 특유의 분위기 덕에 인기가 많은 승연은 <br>PC방에서 알바하며 자신에게 호의를 보이는 남자 손님들에게 <br>값싼 자존감을 얻곤 한다.<br><br>4학년이 된 지금은 학업에 매진해야 하는 걸 알지만 <br>쉽게 PC방 알바를 그만두지 못하는 승연은 <br>은근 매력있는 이범을 만나게 되는데...<br><br>,"42,530",총 9화,연재 중,#로맨스
805702,토마토가 돼라!,뮤리 (글/그림),월요웹툰,토마토가 돼라!,15세 이용가,껄렁한 겉모습으로 인해 음험한 소문을 몰고 다니는 시골 토박이 전학생 신이석은 첫눈에 반한 전교 1등 수재 조해주의 앙큼한 비밀을 목격하게 되고... 그에 대한 의문은 점차 눈덩이처럼 불어나기만 한다. 겉만 번지르르 붉고 속은 흰 사과 같은 조해주에게 진성 토마토 신이석의 짝사랑 폭격이 시작된다!<br><br><br><br><br><br><br><br><br>,"304,161",총 87화,연재 중,#로맨스 #설렘폭발 #청춘 #공식미남 #능글남 #짝사랑녀 #가벼운 #햇살캐
827322,무벌전,노백 (글/그림),월요웹툰,무벌전,15세 이용가,…무당이 망했다!!!<br><br>긴 임무에서 돌아온 2대제자 충엽. 그러나 본산은 이미 폐허가 되고 이에 절망한 충엽도 폐인이 되었다!<br>그러나 아직 한 줄기 희망을 품고 있는 석현과 무영!<br>과연 무당의 앞날은 어찌 될 것인지…. 이 녀석 충엽! 어서 의욕 좀 챙겨라!! 이 벌레야!!!<br><br><br><br><br><br><br> 지상최대공모전<br>,"33,435",총 21화,연재 중,#무협/사극 #정통무협 #동양 #시대물 #액션 #성장물 #2022 지상최대공모전
829714,타이탄,네온비 (글)/ 장구 (그림),월요웹툰,타이탄,18세 이용가,대한민국을 빛낸 격투기 스타 ‘세계 최강자’ 이시강.<br>쌓아 올린 명성과 신뢰는 억울한 사건으로 무너지고 시강은 거대 기업 <타이타니아>에 감춰진 검은 비밀을 알게 된다. 소원을 대가로 <타이타니아>에 목숨을 맡긴 시강과 동료들. 이 핏빛 축제 속에서 그들은 전원 생존할 것인가.<br><br><br><br><br><br><br>,"11,044",총 10화,연재 중,#드라마 #고자극드라마 #액션판타지 #이능력 #배틀 #sf #성인웹툰
818403,학식의 꿈,으앵 (글/그림),월요웹툰,학식의 꿈,15세 이용가,어려운 환경에서도 꿋꿋이 공부해 명문대에 합격했지만 연애 점수는 0점인 예진.<br>남자친구를 만들고 싶다는 소망으로 이것저것 시도해 보는데….<br>때마침 예진의 앞에 나타난 유일한 남사친이자 체대생 현은 친구라는 탈을 쓰고 예진에게 점점 집착한다.<br>과연 예진은 높은 학식으로 집안을 일으키는 꿈과 학식 먹으며 연애하는 꿈 두 가지를 모두 이룰 수 있을까?<br><br><br><br><br><br><br><br><br>,"200,878",총 54화,연재 중,#로맨스 #리얼로맨스 #공감 #캠퍼스 #청춘 #능글남 #평범녀 #러블리
818780,영업 천재가 되었다,혜림 (글/그림)/ 댄킴 (원작),월요웹툰,영업 천재가 되었다,전체연령가,나는 빚을 갚기 위해 당장 할 수 있는 일을 선택했고 그게 내겐 영업이었다.<br>그리고 내게 다시 한 번의 기회가 주어졌다.<br><br><br><br><br><br><br>,"50,037",총 47화,연재 중,#판타지 #감성적인 #현대 #오피스 #직업드라마 #회귀 #소설원작
825332,아포칼립스에 집을 숨김,DD (글)/ 송지형 (그림)/ 로드워리어 (원작),월요웹툰,아포칼립스에 집을 숨김,15세 이용가,3년 뒤 이 세상이 멸망하리라 예측하고 온갖 대비를 해온 '멸망주의자' 박규. 그리고 그의 예상대로 어느 날 서울 핵 공습을 시작으로 전 세계는 핵 전쟁에 돌입. 미증유의 아포칼립스가 펼쳐진다.<br>모두의 비웃음에도 불구하고 전 재산을 털어 3년 전부터 묵묵히 자신만의 방공호를 파내려 간 보람이 있는 주인공 박규. 과연 그가 이 모든 일들을 내다본 것은 단순한 우연의 일치일까?<br><br><br><br><br><br><br><br><br>,"57,196",총 26화,연재 중,#액션 #생존 #크리처 #고인물 #서바이벌 #아포칼립스 #힘숨찐 #헌터물
831416,중세 판타지 속 망나니 경비조장,스튜디오MW (글)/ 김가든 (그림)/ 곰돌이는 (원작),월요웹툰,중세 판타지 속 망나니 경비조장,15세 이용가,노동법도 없는 무식한 중세.<br>전쟁과 빈곤 마법과 비상식이 지배하는 이곳에서<br>경비조장은 오늘도 뺑이를 친다.<br><br><br><br><br><br>,"24,844",총 10화,연재 중,#판타지 #고인물 #차원이동 #이세계 #먼치킨 #소설원작
759940,만렙돌파,성불예정 (글)/ 준1 (글)/ 미노 (그림),월요웹툰,만렙돌파,15세 이용가,알 수 없는 오류로 3000년간 각성 테스트에 갇힌 김기봉.<br>그 사이 현실에선 10년이 흘렀고 온 세상은 몬스터와 던전으로 가득차게 되었다. <br>만렙으로 귀환한 김기봉의 모든 것을 원래대로 돌려놓기 위한 싸움이 시작된다!<br><br><br><br><br><br><br><br><br>,"249,966",총 170화,연재 중,#판타지 #현대판타지 #현대 #게임 #크리처 #고인물 #게임판타지 #헌터물
828670,우리 안 사귀어!!,이경민 (글)/ 송준혁 (그림),매일 연재,우리 안 사귀어!!,15세 이용가,“왜 자꾸 우리 사귀냐고 물어봐? 그냥 손만 잡는 사이일 뿐 우리 안 사귀어!!”<br>커플 아닌 커플들의 일상 연애 이야기! 매일 만나요!<br><br><br><br><br><br><br><br><br>,"75,493",총 91화,연재 중,#로맨스 #집착녀 #러브코미디 #리얼로맨스 #설렘폭발 #햇살녀 #가벼운 #무해한
832703,시한부 천재가 살아남는 법,JP (글)/ 윤승기 (그림)/ 청시소 (원작),월요웹툰,시한부 천재가 살아남는 법,15세 이용가,'스물을 넘기지 못하고 단명할 운명'을 타고난 정연신.<br>집안사람들 모두 연신을 홀대하지만<br>직접 무공을 만들 정도로 그의 실력은 대단했다.<br>그러던 어느 날 연신은 자신의 수명이 얼마 남지 않았음을 알게 되는데...<br>시한부 천재 정연신의 살아남기 위한 고군분투가 펼쳐진다!<br><br><br><br><br><br><br><br><br>,"26,961",총 8화,연재 중,#무협/사극 #정통무협 #시리어스 #동양 #모험 #고인물 #힘숨찐 #복수극
826348,잘 헤어지는 방법,강문송 (글)/ 1172 (그림),월요웹툰,잘 헤어지는 방법,18세 이용가,외로웠던 세진의 인생에 나타난 완벽한 남자 도영.<br>그러나 행복도 잠시<br>갈수록 선을 넘는 도영의 가스라이팅에 세진은 지쳐만 간다.<br>결국 이별을 결심한 순간 그의 사이코적인 모습을 보게 되는데…<br>과연 세진은 도영과 잘 헤어질 수 있을까?<br>“날 이렇게 만든 건 너야.”<br>지금부터 한 여자의 죽고 죽이는 이별이 시작된다.<br><br><br><br><br><br><br><br><br>,"62,477",총 25화,연재 중,#스릴러 #고자극스릴러 #자극적인 #시리어스 #계략남 #집착남 #드라마 #사연녀
828365,위험하지 않아요 NPC씨,미라주 (글/그림),월요웹툰,위험하지 않아요 NPC씨,전체연령가,게임을 즐기는 법엔 여러가지가 있다.<br>레벨을 올려 강해지거나 강화를 해서 더 좋은 아이템을 얻거나 PvP를 통해 다른 플레이어들과 경쟁하거나.<br>혹은 게임의 세계관에 푹 빠져 몰입하거나.<br><br>주인공 '모험가'와 길드 안내원 NPC '엠마'를 중심으로 일어나는 소소한 일상 이야기.<br>2024년 4월 독자 PICK 선정작!<br><br><br><br>,"52,964",총 11화,연재 중,#판타지 #가벼운 #게임판타지 #이세계
824890,폭력의 왕,LICO (글)/ 한경찬 (그림),월요웹툰,폭력의 왕,15세 이용가,지옥 같은 집단 따돌림을 피해 전학을 가게 된 이길수.<br><br>새로운 학교에는 일진과 괴롭힘은 없지만 학교폭력은 있다?!<br><br>학생끼리 싸움을 벌이는 평등한 폭력의 세계 ‘격투장’ <br><br>격투장에서 학생들은 싸움을 하며 폭력을 즐기는데.<br><br>맞고만 살던 이길수는 치열한 폭력의 세계에 적응하여 달라질 수 있을까?<br><br>왕따 고등학생 이길수의 피 튀기는 학원액션 성장기!<br><br><br><br><br><br><br><br><br>,"97,677",총 27화,연재 중,#액션 #학원액션 #소년물 #성장물 #환골탈태 #격투기 #힘숨찐 #학원물
783535,제왕,김남규 (글)/ 애풍 (그림)/ 아쿠아콘 (그림),월요웹툰,제왕,전체연령가,깡패 검사 국회의원...<br><br>절대 섞여서는 안 될<br>세 친구가 만들어 내는<br>30년 간의 핏빛 느와르.<br><br><br><br><br><br><br>,"60,564",총 121화,연재 중,#액션 #시리어스 #정치 #성장물 #범죄 #두뇌싸움 #느와르
817365,악당 가족이 독립을 반대한다,밋츄 (글)/ 하티 (그림)/ 이흰 (원작),월요웹툰,악당 가족이 독립을 반대한다,전체연령가,가족애 따위 없는 살벌한 악당 가문의 사생아 엘로디 어느 날 갑자기 전생의 기억을 찾다!<br>자신이 환생한 이곳이 전생에 읽었던 소설 속이며<br>3년 후 진짜 여주인공이 나타나면서 자신은 악당 가족에게 버림받고 살해당할 운명임을 깨닫고<br>언니가 등장하기 전까지 적당히 뒷돈 챙기다가 이 가문에서 독립하자!고 생각했는데……<br>“독립? 그게 무슨 개소리지?”<br>“너한테 바람 불어 넣은 놈이 누구야.”<br>“누님 혹시라도 가출할 생각은 아니겠지?”<br>가족들이 독립을 반대한다? 저 살고 싶은데요 독립시켜 주세요!<br><br><br><br><br><br><br><br>,"138,766",총 54화,연재 중,#로맨스 #악역이주인공 #왕족/귀족 #공식미녀 #햇살녀 #로맨틱코미디 #악녀
21815,히어로메이커,빤쓰 (글/그림),월요웹툰,히어로메이커,전체연령가,왕은 영웅이 되고 싶어하는 공주의 소원을 들어주기로 전격 결심! 공주를 속이고 마치 영웅이 된 것처럼 만들기 위해 온 나라가 연극을 하게 되는데..파란만장한 그들만의 눈물겨운 영웅만들기의 대장정이 펼쳐집니다~<br><br><br><br><br><br><br><br><br><br>,"81,995",총 945화,연재 중,#판타지 #판타지개그 #서양 #모험 #전쟁 #정치 #용사 #왕족/귀족 #개그
814594,개같이 탈출,갬쟈 (글/그림),월요웹툰,개같이 탈출,전체연령가,"""살아남으라고? 나는 자그만 말티즈란 말이야!""<br><br>세상 따뜻하고 포근한 가정집에서 살아온 삐용이. <br>언니 품에서 그저 귀엽기만 하면 되는 견생이었는데... 갑자기 가족들과 모든 인간이 사라져버렸다.<br>혼자서는 아무것도 할 줄 모르는데 괴물 좀비 개들이 우글거리는 고립된 도시를 탈출해 언니를 만날 수 있을까?<br><br><br><br> 지상최대공모전<br><br><br><br>","116,100",총 64화,연재 중,#드라마 #생존 #성장물 #2022 지상최대공모전 #무해한 #힐링 #아포칼립스
814742,좀비묵시록 82-08,달아 (글)/ 아쿠아콘 (그림)/ 경우 (그림)/ 박스오피스 (원작),월요웹툰,좀비묵시록 82-08,15세 이용가,탕-!<br><br>의문의 선박 속<br>'그것'으로부터 시작된 괴이한 전염병은<br>서울을 죽음의 도시로 만들어버린다.<br><br>예고 없이 닥쳐온 심판의 그날부터<br>세상의 모든 질서는 완전히 리셋되었다.<br><br>처절한 생존 경쟁 속에서<br>프로젝트명 [좀비묵시록 82-08]이 시작된다.<br><br><br><br><br><br><br><br><br>,"68,235",총 71화,연재 중,#액션 #자극적인 #시리어스 #절망적인 #현대 #스릴러 #아포칼립스 #밀리터리
826381,피폐물을 힐링물로 만드는 방법,류호 (글)/ 양담 (그림)/ 황도톨 (원작),월요웹툰,피폐물을 힐링물로 만드는 방법,15세 이용가,[살아생전 즐겨보던 소설에 환생했다.] 너무 진부하다구요? 아닐 걸요!<br>왜냐면 그 소설이... 19금 피폐물이거든요...! ̗̀(ꀬ⏖ꀬ∴)<br>예쁘고 상냥한 여주인공의 동생으로 환생했지만 언니의 새드엔딩을 지켜볼 수 없었던 레나티스는<br>언니 대신 잘생긴 찐 광기남주 테오도르에게 잡혀간다. 그런데 이 남주... 생각보다 그냥 '짐승(animal)'이잖아?<br>'제가 짐승남이 취향이긴 한데... 그렇다고 짐승을 바란 건 아니거든요!'<br>햇살을 넘어선 태양광 여주의 짐승(남) 조련기가 시작됩니다.<br><br><br><br><br><br><br><br><br>,"116,766",총 26화,연재 중,#로맨스 #설렘폭발 #집착남 #명랑녀 #햇살녀 #로맨틱코미디 #짐승남 #가벼운
824782,불편한 편의점,ANGELA (글)/ p.P (그림)/ 김호연 (원작),월요웹툰,불편한 편의점,전체연령가,불편한데 자꾸 가고 싶은 편의점이 있다!<br>어느날 작은 편의점에 노숙자(?)조폭(?)처럼 보이는 야간알바가 들어왔다! 험악한 그의 외모에 모두 불안감에 휩싸이지만 점점 편의점에는 신선한 변화의 바람이 일기시작한다. 편의점 동료뿐만 아니라 손님들의 묵은 고민들과 갈증을 해결해주는 이 수상한 야간알바생의 정체는 과연 무엇인가..?!<br><br><br><br><br><br><br><br><br>,"54,656",총 28화,연재 중,#감성 #감성적인 #일상 #성장물 #무해한 #힐링 #성장드라마 #감성드라마
828167,구야는 신입,구야 (글/그림),"월, 금 연재",구야는 신입,전체연령가,평생 학생일 줄 알았던 내가 어느새 직장인이 되어버렸다.<br>직장인이 된 기쁨도 잠시... 이제는 일하다가 몰래 잡코리x만 뒤져보는 직장인이 되어버렸다는데...<br>사회초년생 구야의 웃픈(?) 홀로서기<br><br><br><br><br><br><br><br><br><br>,"22,254",총 30화,연재 중,#일상 #일상개그힐링 #공감 #오피스 #청춘 #일상 #가벼운 #개그 #무해한
769663,더블클릭,박수봉 (글/그림)/ 김장훈 (글),월요웹툰,더블클릭,전체연령가,악명 높은 난이도를 가진 게임의 세계 랭킹 1위였던 지호.<br>서비스 종료된 줄만 알았던 그 게임이 새롭게 돌아왔다!<br>지호는 다시 한번 랭킹 1위를 꿈꾸며 게임 동아리에 입부한다.<br>오랜만에 게임을 해도 살아있는 감각. 하지만 게임이 새롭게 변하면서 예상치 못한 약점이 생긴다.<br>강한 상대를 마주할수록 열정이 끓어오르는 주인공의 프로게이머 도전기!<br><br><br><br><br><br><br><br><br>,"202,953",총 169화,연재 중,#액션 #학원액션 #게임 #소년물 #청춘 #성장물 #고인물 #게임판타지
